,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_101,4_0,4_30,4_60,4_90,4_115,5_0,5_30,5_60,5_90,5_120,5_130,6_0,6_30,6_60,6_84,7_0,7_30,7_46,8_0,8_30,8_33,9_0,9_30,9_45,10_0,10_30,10_46,11_0,11_30,11_43,12_0,12_30,12_60,12_64
360980,8.245905255638673e-17,4.8150721851056965e-17,2.843280400556928e-17,2.7129042031650994e-17,2.5050160465247137e-17,2.213884904961039e-17,1.943507444643558e-17,1.8518112340103698e-17,2.0828387013580238e-17,2.0260776788573216e-17,1.971890845347652e-17,1.9420587169116677e-17,1.9420397158957348e-17,1.9362784071574606e-17,1.9260901046780854e-17,1.9154672875533034e-17,1.9067929313212446e-17,1.9064962605294875e-17,2.0388720420801363e-17,2.031142100027692e-17,2.029031423610997e-17,2.0213447409379947e-17,2.0214702322194906e-17,1.8889256392400803e-17,1.88896670648436e-17,1.886032183207553e-17,1.8874463830662435e-17,1.8851013357108563e-17,1.8849326540558905e-17,1.9429073469684165e-17,1.941755241189717e-17,1.9450522587637823e-17,1.94469560071138e-17,1.9397115778779617e-17,1.9405338651662518e-17,1.940929111540305e-17,1.863296371399645e-17,1.86491326916549e-17,1.864809843480694e-17,1.9211529019370254e-17,1.9203478404268457e-17,1.9208373317214892e-17,1.8955114382037973e-17,1.8953701098060737e-17,1.894648683190026e-17,1.899631057057555e-17,1.899009123254386e-17,1.8993224177558432e-17,1.9510756356973845e-17,1.953068215074062e-17,1.9547572839248465e-17,1.9547285121450123e-17
360990,1.6416087294219238e-21,1.6228404289079935e-21,1.5839082568550663e-21,1.5800088737770485e-21,1.3809286460796475e-21,1.3711384993859803e-21,1.3603146745473172e-21,1.3559304012174965e-21,2.0586429531529318e-21,2.0557936761064406e-21,2.0517137028585253e-21,2.0497604662701048e-21,2.0497591763212935e-21,1.6186651190392682e-21,1.6178018712607115e-21,1.6176161291884301e-21,1.6174736794800321e-21,1.617451417554583e-21,1.9132714274578917e-21,1.9126124249304655e-21,1.912472585392105e-21,1.9121994751189383e-21,1.9123222391797386e-21,1.8802258323388625e-21,1.8804164110368604e-21,1.8800767714319235e-21,1.8800641447266594e-21,1.8796559953368453e-21,1.8796364924315426e-21,1.721010980557002e-21,1.7209590504191547e-21,1.7210483038012744e-21,1.7212201472195554e-21,1.7761959579778942e-21,1.776350017471097e-21,1.7763900852620515e-21,1.7432639943334856e-21,1.743179067025169e-21,1.7431843614125968e-21,1.810424628448826e-21,1.810294982596619e-21,1.810278639270592e-21,1.7003986252741255e-21,1.700453586581594e-21,1.7004293157155376e-21,1.6487895527174036e-21,1.6488171347855285e-21,1.648799520082514e-21,1.8507199459156637e-21,1.8506386442492556e-21,1.85063300936271e-21,1.8506310760205357e-21
361000,6.56608524308636e-20,3.8345513770244165e-20,2.2646342872040406e-20,2.1608324534434578e-20,1.9951396835328744e-20,1.7633302545381146e-20,1.5480518418030297e-20,1.4750448596128774e-20,1.659612732572113e-20,1.6144213066812646e-20,1.571272984429641e-20,1.5475205529925034e-20,1.5475054251530527e-20,1.5425253220922262e-20,1.5344137419672256e-20,1.5259574628533924e-20,1.5190521775849873e-20,1.5188159747695426e-20,1.6244125282287594e-20,1.6182588464900523e-20,1.6165790598017784e-20,1.6104590600187553e-20,1.610559139712549e-20,1.5050400249411736e-20,1.5050709417924665e-20,1.5027335134058357e-20,1.503859267187374e-20,1.501991819111237e-20,1.501857511623701e-20,1.54784246368954e-20,1.5469277420813872e-20,1.549552183417309e-20,1.5492691874430448e-20,1.5453681791082205e-20,1.5460223258046437e-20,1.5463369779318946e-20,1.4845081641343664e-20,1.4857963510763865e-20,1.4857141265627233e-20,1.5306081339877225e-20,1.5299686700949702e-20,1.5303583007829168e-20,1.5101276522241354e-20,1.510015126242592e-20,1.5094413164501275e-20,1.5133418765575535e-20,1.5128467750204534e-20,1.513096159355997e-20,1.554475897693964e-20,1.5560611579637846e-20,1.5574055220543306e-20,1.557382615048338e-20
370790,1.6469512350788013e-45,2.165932099129444e-31,2.6833512163358723e-29,3.60172851411894e-29,2.882121770553972e-29,5.633295990175244e-29,9.719228049246909e-29,1.2743320807709885e-28,1.5605577123074601e-28,1.803810139200776e-28,2.055886031677623e-28,2.187001040710937e-28,2.1872114462589805e-28,2.051827969714072e-28,2.145920700639915e-28,2.291387796941211e-28,2.3640052643673784e-28,2.370091860678796e-28,2.557129849896637e-28,2.5223477534023926e-28,2.4987969439057083e-28,2.544658578544989e-28,2.5386151000809736e-28,2.6310115391976833e-28,2.6493807955888236e-28,2.643391375867022e-28,2.5982556382898553e-28,2.626617766924304e-28,2.63048236962121e-28,2.606240344286586e-28,2.6367480380927964e-28,2.632660370066091e-28,2.6679162689792557e-28,2.587980638359362e-28,2.641121670577959e-28,2.63694947952949e-28,2.6153213249993764e-28,2.6591204157712784e-28,2.6652737785018355e-28,2.662576069074636e-28,2.662241008391754e-28,2.6527391718706213e-28,2.6367528452537664e-28,2.650753068135499e-28,2.65011366287154e-28,2.6612731558678704e-28,2.6658592975719445e-28,2.681678915755087e-28,2.7614806759804917e-28,2.834693419408539e-28,2.8833399485734205e-28,2.8864966072032037e-28
370810,9.39586548494729e-22,2.2935079172262122e-20,2.4058673410119567e-20,2.4033387746636968e-20,2.1116191403021907e-20,2.3306401916679616e-20,2.3290608755759225e-20,2.3231808978561852e-20,2.676104889333249e-20,2.6911533128273314e-20,2.6887757698494038e-20,2.6869277780303092e-20,2.686926752502189e-20,2.6194142440131895e-20,2.6224273168717576e-20,2.6225485532755007e-20,2.62261809866867e-20,2.622594768305861e-20,2.81098449251281e-20,2.830028189547415e-20,2.8261711477480694e-20,2.825660543653986e-20,2.825812049513414e-20,2.6973347471590036e-20,2.6940607127732842e-20,2.695176364845796e-20,2.6952768441110634e-20,2.6948243026836193e-20,2.6948014730188423e-20,2.7359508869516344e-20,2.726070723066029e-20,2.72720681782488e-20,2.726630107563338e-20,2.747134473648353e-20,2.7441458968082167e-20,2.745035420485462e-20,2.6206013768926674e-20,2.6188896872815935e-20,2.6184458432561158e-20,2.7355229827535637e-20,2.741977961170692e-20,2.7424678003977266e-20,2.6782466218055253e-20,2.6745430070616248e-20,2.6714057733446687e-20,2.6421272422045505e-20,2.6329158294677907e-20,2.6343596745732558e-20,2.729455611060329e-20,2.732233587563454e-20,2.73297802713462e-20,2.73298957711063e-20
370830,2.164647732801417e-16,6.926496703446528e-14,9.529493846615192e-14,9.601261442500179e-14,9.544114698146333e-14,1.1817980024087447e-13,1.2425581761266912e-13,1.2487093884523013e-13,1.2548336847830602e-13,1.299631767344794e-13,1.314324422474648e-13,1.3164105093572614e-13,1.316410497728159e-13,1.3154525228655682e-13,1.3277657724328313e-13,1.32823320613131e-13,1.3277204289118207e-13,1.32771911794679e-13,1.330398093110364e-13,1.3468065252157327e-13,1.3440914553533055e-13,1.344738477577693e-13,1.3446391086440165e-13,1.3430130716852297e-13,1.337635242728652e-13,1.3409591982696868e-13,1.340894687660194e-13,1.3411644236409393e-13,1.3411634942610627e-13,1.341692710580898e-13,1.342945343943754e-13,1.3429222015895437e-13,1.3413034645348729e-13,1.3415261132552423e-13,1.3407190908135535e-13,1.341379162659915e-13,1.3402421813055383e-13,1.3379119552573848e-13,1.3377418772260359e-13,1.3386839932174025e-13,1.3416124559242094e-13,1.3412319958355484e-13,1.3407088129159188e-13,1.338562860069214e-13,1.3377215524779587e-13,1.3374768885646022e-13,1.335221737429766e-13,1.3358661363239878e-13,1.3365334336087403e-13,1.3408395000747356e-13,1.3408036786173644e-13,1.340811249240073e-13
370840,1.962720693420785e-15,4.446452319172376e-14,5.474084391705987e-14,5.5105643874840313e-14,5.443636693844911e-14,1.1438786919008446e-13,1.2802789661487013e-13,1.3067687023003343e-13,1.3170147116788132e-13,2.59051354033826e-13,2.610157213998871e-13,2.6253793539701374e-13,2.6253881350088125e-13,2.6249588281609755e-13,1.142496736017752e-12,1.1488346254192528e-12,1.1508792120128754e-12,1.1509617558010233e-12,1.1521504804777707e-12,1.3420942593068833e-12,1.3410491877123101e-12,1.3432379438918607e-12,1.342984290795555e-12,1.3434559274981455e-12,6.148119997029715e-13,6.039008675870645e-13,6.044169921484146e-13,6.049790261792305e-13,6.050056774008766e-13,6.053217242627448e-13,7.497892286089988e-13,7.536195013858852e-13,7.519803693687734e-13,7.522446522217344e-13,5.724438203636924e-13,5.80028773545701e-13,6.339207110284761e-13,8.686785132470712e-13,8.760246303116853e-13,8.610574348135084e-13,1.2481507541648896e-12,1.2516344298002106e-12,1.224685189926961e-12,8.939166936068177e-13,8.700625271192854e-13,9.423655545084017e-13,1.0812441747844659e-12,9.992612787768637e-13,9.335942761617571e-13,1.233569970992612e-12,1.4237364456749978e-12,1.4359639159316863e-12
37085.09c,5.563224990260311e-07,1.8364464827781974e-05,3.0168570235016643e-05,3.101908087311251e-05,3.099969974964637e-05,3.301942683227098e-05,3.5060853587027375e-05,3.5797374203217617e-05,3.58166319395031e-05,3.6181529787971405e-05,3.657667169793766e-05,3.678237722731168e-05,3.678252654869702e-05,3.6781105372426455e-05,3.68562232023593e-05,3.691516567358975e-05,3.696596066674751e-05,3.696831781733671e-05,3.697686520876796e-05,3.703075790038968e-05,3.7048195325017406e-05,3.70922039352832e-05,3.708584682294026e-05,3.707870459830834e-05,3.707804148405261e-05,3.710466813792539e-05,3.7101422954499247e-05,3.7131237852682266e-05,3.7132905098297095e-05,3.7135873006475476e-05,3.7141883315722286e-05,3.7123560500778864e-05,3.711906802908689e-05,3.711879248983166e-05,3.711486124810231e-05,3.7112267200121e-05,3.710913665121954e-05,3.709948618097575e-05,3.709976916291827e-05,3.7102100013467e-05,3.7108692050242184e-05,3.7108579025690274e-05,3.710776899216217e-05,3.7111447009269793e-05,3.711712553280687e-05,3.711711130552712e-05,3.7118555229003995e-05,3.7117284368089843e-05,3.711859478383608e-05,3.711153996844777e-05,3.710060436789995e-05,3.710081954206278e-05
37086.09c,1.7601643536174093e-11,5.639624124535249e-09,9.783107545055468e-09,1.008045345028079e-08,1.0697232648908784e-08,1.2973793279782307e-08,1.3842178460243228e-08,1.415419105669407e-08,1.4098610553064289e-08,1.4320111053670447e-08,1.4489202648449431e-08,1.457717656157099e-08,1.4577238627563895e-08,1.4638277590595043e-08,1.5060017725089326e-08,1.5086247581850522e-08,1.510885420939436e-08,1.5109872820559128e-08,1.51506472293905e-08,1.6244166966156948e-08,1.625289184810707e-08,1.6273864764470668e-08,1.6270978085397263e-08,1.6347719686164835e-08,1.527264747343919e-08,1.5283271721649184e-08,1.528166092634668e-08,1.529461104902851e-08,1.5295327251404736e-08,1.5033238434825448e-08,1.510168419622251e-08,1.5093444568461546e-08,1.5091696022191012e-08,1.5364659607461572e-08,1.5773689478035153e-08,1.5772242638233567e-08,1.566585002109668e-08,1.4818608827809274e-08,1.4820979183280755e-08,1.4864420653732966e-08,1.532828495881694e-08,1.532079399597986e-08,1.52725786122537e-08,1.540318817768935e-08,1.5402067566383783e-08,1.5465751468589318e-08,1.5304819211841027e-08,1.5317328425215224e-08,1.536627728249989e-08,1.6021082670356818e-08,1.6034285138070107e-08,1.6034329707475057e-08
370861,7.522178491820502e-16,1.6947054625072215e-14,2.6902780786040884e-14,2.7613008114447344e-14,3.9025949393169155e-14,4.1581249367217383e-14,4.407080211639995e-14,4.496409097028416e-14,4.3668376335861475e-14,4.4100920144316493e-14,4.456574454621445e-14,4.4806145455703444e-14,4.480631968252145e-14,4.587644601535364e-14,4.596674941839928e-14,4.6036795508649296e-14,4.609730836191801e-14,4.6100118197755493e-14,4.694188082837303e-14,4.701900487956295e-14,4.7038091648653177e-14,4.709143664214707e-14,4.708370916911482e-14,4.885972787013333e-14,4.885455960261009e-14,4.8889432212829423e-14,4.8885488888344146e-14,4.8923260026781223e-14,4.8925366274880066e-14,4.065525469239435e-14,4.0659006326151874e-14,4.0640601585514295e-14,4.063507139946928e-14,4.965259177885462e-14,4.9641526894938104e-14,4.963861763888113e-14,4.5382930896821746e-14,4.5371286344910046e-14,4.537134276639701e-14,4.706599592538888e-14,4.707499004987525e-14,4.7075193920876393e-14,4.468706899935649e-14,4.4693151011199184e-14,4.4697924708878553e-14,4.773777819619577e-14,4.7733049355044195e-14,4.7732016444851285e-14,5.038208203774246e-14,5.037372211001136e-14,5.036007444507156e-14,5.036036445192927e-14
37087.09c,1.3992792344043102e-06,4.468626220504508e-05,7.274548371724904e-05,7.473690346054464e-05,7.468982700604371e-05,7.96007043770114e-05,8.447280252949177e-05,8.619409260045178e-05,8.624200760067285e-05,8.711912411546826e-05,8.806443030669767e-05,8.854412094857594e-05,8.854446382897441e-05,8.854022017549373e-05,8.87280738949281e-05,8.886906075827197e-05,8.89903120137004e-05,8.899574229085642e-05,8.901784253385034e-05,8.915724388769231e-05,8.919522392616776e-05,8.930101893723801e-05,8.92859253873532e-05,8.926812280025552e-05,8.926067644502094e-05,8.932057106063077e-05,8.931085452084372e-05,8.937966227382808e-05,8.938350902383362e-05,8.93900715799371e-05,8.940617033482352e-05,8.936655124269537e-05,8.935607510308037e-05,8.935644191882002e-05,8.934938893115359e-05,8.934344052223179e-05,8.933513896228014e-05,8.930587639566486e-05,8.930637776808397e-05,8.931232663122363e-05,8.932802879936015e-05,8.932539336170629e-05,8.932300305748467e-05,8.933325594174923e-05,8.934548499564458e-05,8.934554013414114e-05,8.934558648644768e-05,8.934539633849174e-05,8.93491918807368e-05,8.933815927648903e-05,8.931242208765571e-05,8.931276134782435e-05
370880,4.1768475517121565e-09,2.7628327251017297e-09,1.8231284869248802e-09,1.7589342737228685e-09,1.6095029826119776e-09,1.4962097710542375e-09,1.3658814089784135e-09,1.3200904582556638e-09,1.4944094323070042e-09,1.4678528017427355e-09,1.441988525173991e-09,1.4270834175143245e-09,1.427073765737208e-09,1.4152705453670437e-09,1.4104326148612086e-09,1.4049359757366418e-09,1.4004953616675976e-09,1.4003437899025185e-09,1.4970654510715495e-09,1.4950601603046034e-09,1.4934229071799634e-09,1.4895804298297927e-09,1.4896448501623046e-09,1.3997783596782673e-09,1.3999789678015695e-09,1.3988688560364194e-09,1.399628716991968e-09,1.398444509200347e-09,1.3983573720368975e-09,1.43670584910782e-09,1.434338571830386e-09,1.4362191453216558e-09,1.4357546630064417e-09,1.4344012452884333e-09,1.434647273695213e-09,1.4349518670734145e-09,1.3758348341291338e-09,1.3761744764909186e-09,1.3760455469303028e-09,1.42253234728965e-09,1.4224642702285182e-09,1.4227830358130804e-09,1.4008917443852596e-09,1.400404689756603e-09,1.399538752586022e-09,1.3976250989320734e-09,1.3963040293551443e-09,1.3966271364100854e-09,1.4374820537436986e-09,1.4390435130405798e-09,1.4400594207038552e-09,1.440046937383962e-09
370890,4.739254848148468e-09,3.119450482813033e-09,2.0485428788438253e-09,1.9754962871102345e-09,1.8064035248963313e-09,1.6760530161832762e-09,1.5274275377912613e-09,1.475305069578267e-09,1.67051988035979e-09,1.6402583072492775e-09,1.6107376839810104e-09,1.59377817985633e-09,1.5937672079469716e-09,1.5788448136549536e-09,1.5733331182152693e-09,1.5670958635978937e-09,1.5620523488616728e-09,1.56187997371028e-09,1.6716176447815644e-09,1.6692866515837129e-09,1.6674509591115598e-09,1.6630793955875351e-09,1.6631541016064107e-09,1.5628889821325007e-09,1.5630822767401e-09,1.5617968680997865e-09,1.5626565107458702e-09,1.561306765195132e-09,1.5612077141312286e-09,1.6035739732263195e-09,1.600977128872754e-09,1.6031026711654965e-09,1.602594501421151e-09,1.6023268648944925e-09,1.6026059792854311e-09,1.6029482107844166e-09,1.5363769014541273e-09,1.5367881836911344e-09,1.536645476355699e-09,1.5887313624210789e-09,1.5886618649999976e-09,1.589020611039977e-09,1.5644785360825728e-09,1.5639432129374618e-09,1.562982723317268e-09,1.5607519096506533e-09,1.5592773562487136e-09,1.5596383148998818e-09,1.6059494668200656e-09,1.6077035111828135e-09,1.6088494988094705e-09,1.6088352211917464e-09
370900,8.758965823181531e-10,5.638733744204004e-10,3.6499297144228607e-10,3.514892334931471e-10,3.21892485825369e-10,2.9653473450765373e-10,2.6902712812860983e-10,2.594158638078201e-10,2.9352764563200773e-10,2.87847019532972e-10,2.8239208577987894e-10,2.7926436313537616e-10,2.7926233982886885e-10,2.7684839879648016e-10,2.7581340216019447e-10,2.746603364807457e-10,2.737277041722833e-10,2.736959626866054e-10,2.929224533824831e-10,2.92387608021954e-10,2.9206991291316925e-10,2.912639966997385e-10,2.912770336182266e-10,2.734899737802206e-10,2.735409015016008e-10,2.7329576240942023e-10,2.734538860865826e-10,2.7320658894014464e-10,2.7318840238552625e-10,2.807542135599614e-10,2.8033207189482777e-10,2.8071844381835837e-10,2.806289472170785e-10,2.804724144357958e-10,2.8053963102986235e-10,2.805980303776895e-10,2.690085514903363e-10,2.6909583349998973e-10,2.690720282720332e-10,2.7803489022625327e-10,2.779882502800198e-10,2.780517400011144e-10,2.7386565467616767e-10,2.7378681064067423e-10,2.736273074089511e-10,2.733794780280357e-10,2.7315775720115966e-10,2.732165740585784e-10,2.812488356185738e-10,2.8155631569829086e-10,2.8176374193717136e-10,2.817610322068606e-10
370901,2.0197179379771297e-10,1.5126133002280962e-10,1.0736407706893439e-10,1.0427301093328621e-10,9.463975565049273e-11,9.093717597900481e-11,8.471611814447504e-11,8.247409700752006e-11,9.367722838807607e-11,9.251366340347884e-11,9.127117653304561e-11,9.054217397772945e-11,9.054170040636179e-11,8.941891861708746e-11,8.920661617383982e-11,8.893955920189754e-11,8.87244083259153e-11,8.871690210542041e-11,9.49469624864742e-11,9.499021236371551e-11,9.488033131029427e-11,9.469209327257709e-11,9.469617935253687e-11,8.930991288630477e-11,8.930229230571454e-11,8.926052013353657e-11,8.929855503881911e-11,8.923851122754148e-11,8.923412763347148e-11,9.145439751609908e-11,9.125635109047006e-11,9.135696294750737e-11,9.132696799128939e-11,9.146165196271143e-11,9.145348935028706e-11,9.147493450500587e-11,8.758139948194853e-11,8.758046400146293e-11,8.75705175983613e-11,9.076145777931375e-11,9.080159553664261e-11,9.082096117729733e-11,8.927381148279008e-11,8.922303382685405e-11,8.915546062794754e-11,8.882102561221222e-11,8.868739805128338e-11,8.871384289690344e-11,9.14562863604458e-11,9.155695479968007e-11,9.161271929151456e-11,9.161221388374905e-11
370910,3.5930615429386534e-10,2.382201599531602e-10,1.5785758238772052e-10,1.5235457027583354e-10,1.392430332758469e-10,1.295653875119475e-10,1.1841205562397316e-10,1.1447943035177729e-10,1.2968647990119465e-10,1.2740214578524187e-10,1.251958082497508e-10,1.2391607990756e-10,1.239152485911629e-10,1.2270567727745916e-10,1.2228751008327116e-10,1.2181155133776205e-10,1.2142770434482519e-10,1.2141463579837843e-10,1.299576226167222e-10,1.2977943937960927e-10,1.296370130195159e-10,1.2930720305998552e-10,1.2931261786561204e-10,1.2154290542275153e-10,1.2156743053145336e-10,1.2147479217909876e-10,1.2154066573886747e-10,1.2143911817946952e-10,1.2143161032706486e-10,1.247176292116367e-10,1.2450632559096713e-10,1.2466943062513985e-10,1.2462668523945468e-10,1.2461004953213777e-10,1.2463379365263718e-10,1.2465996439574504e-10,1.194750323117718e-10,1.195005086194432e-10,1.1948911280502858e-10,1.235529493278897e-10,1.2354170008387755e-10,1.235692604846612e-10,1.216572647570012e-10,1.2161597137403432e-10,1.2153981083534158e-10,1.2134115944095967e-10,1.2122826103943878e-10,1.2125590427525972e-10,1.2487136897264523e-10,1.2500933032191913e-10,1.250977616457701e-10,1.250966921192258e-10
