,0_0,0_30,0_60,0_68,1_0,1_30,1_60,1_85,2_0,2_30,2_60,2_90,2_94,3_0,3_30,3_60,3_90,3_104,4_0,4_30,4_60,4_90,4_100,5_0,5_30,5_60,5_77,6_0,6_30,6_43,7_0,7_30,7_60,7_79,8_0,8_30,8_60,8_90,8_112,9_0,9_30,9_60,9_90,9_120,9_144,10_0,10_30,10_38,11_0,11_30,11_60,11_75,12_0,12_30,12_60,12_90,12_120,12_150,12_174,13_0,13_30,13_49,14_0,14_30,14_60,14_90,14_102,15_0,15_30,15_60,15_68,16_0,16_30,16_60,17_0,17_30,17_60
571510,8.175421467244992e-16,7.978144371245879e-16,8.346717239839182e-16,8.319734342420948e-16,9.184811408032153e-16,9.078870999073562e-16,9.15014684843333e-16,9.104412051006616e-16,9.853625332366478e-16,9.795954567682434e-16,9.811284405782705e-16,9.785684069159997e-16,9.785665725233012e-16,9.814687882644253e-16,9.72650737912327e-16,9.72059990117395e-16,9.70616018722922e-16,9.705081329053546e-16,9.898653068492542e-16,9.89539076446919e-16,9.892094950569578e-16,9.888826791718942e-16,9.888844791442309e-16,9.843624958991397e-16,9.873213092299349e-16,9.863748858148842e-16,9.859495026787063e-16,9.477961767482736e-16,9.495102066155073e-16,9.507353780830108e-16,9.976144014198063e-16,9.965979889700952e-16,9.953042625564109e-16,9.948914929857723e-16,9.802424396572272e-16,9.791737217125971e-16,9.783412993481654e-16,9.779057125389284e-16,9.774593791546533e-16,9.783274757897386e-16,9.76750093794764e-16,9.768795197776697e-16,9.774348703770316e-16,9.779235525016551e-16,9.780254784994391e-16,9.680794225646452e-16,9.696039022628476e-16,9.6978519683744e-16,9.518454578457874e-16,9.529254421258722e-16,9.51861707851478e-16,9.517822769836638e-16,1.0087768336703428e-15,1.0078781611958033e-15,1.007822384470536e-15,1.0066774593258831e-15,1.006524105260469e-15,1.0066149876655566e-15,1.0066595919320499e-15,9.574788708420831e-16,9.57610663814074e-16,9.57878770587572e-16,9.664869546695432e-16,9.68785633918162e-16,9.684181041006542e-16,9.674336415605216e-16,9.671401029100875e-16,9.446944948826608e-16,9.45156049210247e-16,9.456118371214093e-16,9.45639251645135e-16,1.007827612770703e-15,1.0087945350713946e-15,1.009219096242394e-15,9.738008436141858e-16,9.709805348784276e-16,9.700258022312241e-16
571520,2.331966555517868e-17,3.107349577721491e-17,3.919503957444788e-17,3.945584769983405e-17,4.3417320786888864e-17,4.368339996870227e-17,4.507500924625289e-17,4.5145437395584373e-17,4.921667468162962e-17,4.9038356267997404e-17,4.9322468740068986e-17,4.928577273400344e-17,4.928572926848762e-17,4.9266990083082593e-17,4.8827104020654794e-17,4.886232300825419e-17,4.8837649115747976e-17,4.883522794821338e-17,4.9715383879581906e-17,4.971225306881211e-17,4.971173327977009e-17,4.971469234075304e-17,4.971445452913227e-17,4.9481673829021786e-17,4.96633114857468e-17,4.961241153946346e-17,4.959485354685278e-17,4.765893562088534e-17,4.774987121616058e-17,4.781473683790988e-17,5.0207701477309994e-17,5.013845823043727e-17,5.0065553703100104e-17,5.00408183458378e-17,4.932926714970306e-17,4.9274761801821426e-17,4.921855154969118e-17,4.91885393110405e-17,4.916433518176963e-17,4.9264609267238347e-17,4.9180269781674473e-17,4.9191698868458435e-17,4.922759340335557e-17,4.925770817941192e-17,4.926362335133492e-17,4.876233050697111e-17,4.884200423796968e-17,4.8850833897296175e-17,4.792097416414762e-17,4.798706319161361e-17,4.792461561992281e-17,4.7917059585086734e-17,5.0790312280300094e-17,5.073675717216622e-17,5.072835180523806e-17,5.066345377991617e-17,5.065584146935554e-17,5.066117430652562e-17,5.066285553483077e-17,4.8142325541753676e-17,4.814287361690973e-17,4.815420973812274e-17,4.85517031065475e-17,4.867006483842652e-17,4.864950026515801e-17,4.8594045126771035e-17,4.857770335360178e-17,4.754057374064884e-17,4.756681113890266e-17,4.759528026064503e-17,4.759723545987183e-17,5.0739786152560414e-17,5.079651005585471e-17,5.081475615723938e-17,4.902712333757901e-17,4.887180320068984e-17,4.8822325261709324e-17
571530,7.703789220693724e-19,1.2395200553112165e-18,1.682157051043271e-18,1.69962895803173e-18,1.8674286871419522e-18,1.891176261033342e-18,1.965767150505535e-18,1.973641963666309e-18,2.1935779118145455e-18,2.1878363200045263e-18,2.202921530799095e-18,2.2029308438114132e-18,2.2029298429992055e-18,2.1882711744071988e-18,2.1701481355885324e-18,2.172681042516379e-18,2.1724701516753846e-18,2.1724209334042833e-18,2.1999908128811098e-18,2.200065673039914e-18,2.2003113355386147e-18,2.200743807450491e-18,2.2007253299211147e-18,2.190881126961781e-18,2.1988948772231112e-18,2.196728348961855e-18,2.1960758224390305e-18,2.101023511696068e-18,2.104871462369843e-18,2.107593298003861e-18,2.2206126024544664e-18,2.217382346688416e-18,2.214257228003242e-18,2.2131780621822076e-18,2.183194657271615e-18,2.1809982676582815e-18,2.178452448417496e-18,2.1770966945518292e-18,2.176077185666889e-18,2.1816154012781035e-18,2.1780314966352227e-18,2.1785693464540896e-18,2.1801688698369013e-18,2.181488852327684e-18,2.181739512845879e-18,2.1658638801687225e-18,2.1692159443009033e-18,2.169571688635684e-18,2.1218605156068005e-18,2.12479296953105e-18,2.122084673194837e-18,2.1217081705252138e-18,2.2494662097062736e-18,2.247074817715776e-18,2.2466202081123562e-18,2.2438335294215564e-18,2.2435359955411365e-18,2.2437760655906963e-18,2.243837952915677e-18,2.1269018697878264e-18,2.1268435477322285e-18,2.1272745529098542e-18,2.144825238252734e-18,2.1497275133000106e-18,2.148853764326738e-18,2.1464755959460513e-18,2.1457777596697894e-18,2.1020606054669288e-18,2.1032084398068216e-18,2.1044771488518528e-18,2.1045676836021715e-18,2.2538500347000107e-18,2.256303256392263e-18,2.2569867062290157e-18,2.176735495225222e-18,2.1701156547306703e-18,2.1680677745791397e-18
571540,5.29229393886698e-21,1.1122005096106968e-20,1.625496635405846e-20,1.6478852141786417e-20,1.8099944881864546e-20,1.8443318529749776e-20,1.9296475910090505e-20,1.9412930115919506e-20,2.1841811837152418e-20,2.1802523387717994e-20,2.1974250041817892e-20,2.1987223593209545e-20,2.1987220432252917e-20,2.1750519365627878e-20,2.157887636667471e-20,2.1611901498188695e-20,2.1616725871189447e-20,2.1616678996414978e-20,2.1812899728677966e-20,2.1815292285833016e-20,2.1819681168013794e-20,2.1826258689927426e-20,2.1825980196937782e-20,2.17300780896798e-20,2.1811110207189166e-20,2.1790111021837553e-20,2.1784422947945014e-20,2.0788660489088633e-20,2.0825824667272786e-20,2.0851932945878194e-20,2.2016079647775133e-20,2.1982987439228678e-20,2.1952290983453016e-20,2.194139420340098e-20,2.164851913845809e-20,2.1627425488895026e-20,2.160137719711691e-20,2.1587588984269823e-20,2.1577752860610655e-20,2.1652186961400962e-20,2.1617133353768217e-20,2.1622720867314128e-20,2.1638829801021188e-20,2.1651960984090083e-20,2.1654349648017864e-20,2.1531600011840164e-20,2.1563462063128025e-20,2.1566755191381334e-20,2.1052898254603642e-20,2.1082929809057985e-20,2.105604621129735e-20,2.105198542416851e-20,2.2325328695050236e-20,2.23014935137203e-20,2.2296475577574093e-20,2.226913777405482e-20,2.2266407735024975e-20,2.2268858929223737e-20,2.2269395195778444e-20,2.1070725287842203e-20,2.106895024920782e-20,2.1072582828594554e-20,2.1245133216286735e-20,2.1291845503136034e-20,2.1283200759091844e-20,2.1259936001589553e-20,2.125312261988781e-20,2.083295352459707e-20,2.0843810547501244e-20,2.0856384758968156e-20,2.0857298966930135e-20,2.240088863098503e-20,2.2425504873483355e-20,2.243182539578041e-20,2.1630671200557056e-20,2.1566313638454846e-20,2.154684565561839e-20
571550,7.172675304366437e-23,2.7194416409054534e-22,4.494673480658437e-22,4.575750086391167e-22,5.038690498760227e-22,5.164252848287629e-22,5.460782580146192e-22,5.505567545038847e-22,6.075505099111695e-22,6.065001847303488e-22,6.124949943443052e-22,6.1314896329184475e-22,6.13148986765309e-22,6.099480254012652e-22,6.045516117326674e-22,6.057670851426006e-22,6.060427241010549e-22,6.060484661782647e-22,6.139424148410269e-22,6.140727804683571e-22,6.142521885294756e-22,6.145126358600358e-22,6.145037152815012e-22,6.117434034348308e-22,6.144153524676592e-22,6.137448351502885e-22,6.135686029453688e-22,5.890507295856706e-22,5.902379955189351e-22,5.910671233405725e-22,6.21516535621486e-22,6.204299108902294e-22,6.194384908555839e-22,6.1907505877022665e-22,6.10173458577549e-22,6.0953085557971325e-22,6.086721759852075e-22,6.082122366306121e-22,6.078933056808716e-22,6.109210602201367e-22,6.097872262521969e-22,6.099794876983335e-22,6.1051162023333645e-22,6.109452856466619e-22,6.110244181593347e-22,6.04993691102831e-22,6.059733503425012e-22,6.060719764350043e-22,5.936691378737715e-22,5.946833759952142e-22,5.938177788701796e-22,5.936829258484712e-22,6.29626038936707e-22,6.288770861883041e-22,6.287154080854305e-22,6.278364576570624e-22,6.277444479472029e-22,6.278213145001558e-22,6.27836747754041e-22,5.951003827360185e-22,5.950128936450524e-22,5.951123329210032e-22,5.996309387279647e-22,6.010890267939691e-22,6.008137194847465e-22,6.000683747756752e-22,5.998489626840168e-22,5.8801173291677955e-22,5.88322842578068e-22,5.887303146352265e-22,5.887611808162309e-22,6.286870042376885e-22,6.294898045526304e-22,6.296891939875599e-22,6.0773896575102625e-22,6.057049806850401e-22,6.050919977981431e-22
581340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1010916439472424e-34,1.950757636054266e-34,1.961041100378944e-34,2.2861176699774813e-35,3.1735731699428185e-39
581350,7.001647807072685e-23,5.944584716855504e-22,6.099922374029381e-22,6.088673984344989e-22,7.684527802338498e-22,8.296767060149697e-22,8.273752762771581e-22,8.2525563270584085e-22,1.0643434812722323e-21,1.0828507074640012e-21,1.082106571528936e-21,1.0813361357011835e-21,1.081335644179997e-21,1.0204786131455047e-21,1.0235527917190124e-21,1.022878059619478e-21,1.0224588579054313e-21,1.0224399771792488e-21,9.527842344557085e-22,9.522039813679155e-22,9.517422889705534e-22,9.51514902365101e-22,9.514926040213499e-22,9.533160087453681e-22,9.530328488949197e-22,9.532771277114463e-22,9.53252000206355e-22,9.087366387175012e-22,9.066963817696663e-22,9.07104080696315e-22,9.595457809749482e-22,9.636651917861404e-22,9.630336980046046e-22,9.630575757708925e-22,9.393963586502593e-22,9.33610910549262e-22,9.333012906538987e-22,9.33232440021448e-22,9.332388896481094e-22,9.828110948428815e-22,9.834842240629518e-22,9.834978592398198e-22,9.835638137217787e-22,9.835584977870174e-22,9.835350785499409e-22,9.839262792751441e-22,9.870729608705567e-22,9.875332047468048e-22,9.407545425487206e-22,9.354226962872307e-22,9.342079994322617e-22,9.343471828091172e-22,1.008072295036197e-21,1.014735686533746e-21,1.0147852232593042e-21,1.0140730405943139e-21,1.0139897373310016e-21,1.0139965555487311e-21,1.0139951356313353e-21,9.20569787245259e-22,9.08491342050576e-22,9.088871136328872e-22,9.207645121452137e-22,9.24875450227364e-22,9.242045002007026e-22,9.237023601818617e-22,9.236199678491402e-22,9.014287532111788e-22,8.99545609597552e-22,8.99076871088085e-22,8.989599383245264e-22,9.893160078785753e-22,1.009644617635863e-21,1.0104421403502207e-21,9.963018530333016e-22,9.967990279794593e-22,9.958049538757976e-22
58136.09c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3382101463298275e-47,2.242667729781018e-38,5.429233158173046e-38,8.746234957561447e-25,1.5220515801442125e-23,1.7662706786752952e-23,1.8607524244673003e-23,1.9222276560009072e-23,1.906637422330844e-23,1.904719717486508e-23,1.7453749432779684e-23,8.607592788424093e-24,8.087594264869457e-24,4.612284543850213e-25,8.779080486729407e-27,1.9567985846457315e-28,4.8792415802993416e-29,4.403061364076326e-29,1.9256433835752786e-30,6.932516947756916e-32,2.7521518714853305e-32,2.4796186384085073e-32,4.089302677875616e-22,5.4606637779642945e-21,5.588182651388258e-21,6.873405379636082e-21,2.173275119270631e-21
581370,1.2026175589532336e-19,9.712054470355507e-19,1.0072928725524445e-18,1.0069742383444316e-18,1.179938930060767e-18,1.272543738470372e-18,1.2724354621751909e-18,1.27109186254006e-18,1.477462188805691e-18,1.5026649871385688e-18,1.5019544562414727e-18,1.50131449873652e-18,1.5013141346332573e-18,1.4550178481076155e-18,1.4571155812260427e-18,1.4561642714299272e-18,1.455724023671867e-18,1.4557107715052647e-18,1.4344769646773917e-18,1.4330620948037801e-18,1.4324211296468166e-18,1.4322082618841275e-18,1.4321879741876283e-18,1.420181154782201e-18,1.4204273505152444e-18,1.42083400799248e-18,1.4207940586875836e-18,1.3663463029043366e-18,1.364844425275071e-18,1.3654454896853041e-18,1.4373011509685702e-18,1.4417778034586405e-18,1.4408608618726373e-18,1.440885883056977e-18,1.404967060251158e-18,1.397312905871677e-18,1.3967994362886967e-18,1.3966186915233304e-18,1.3965973471091292e-18,1.4368698116986017e-18,1.4383083071057886e-18,1.4384179204000994e-18,1.4385612838008554e-18,1.4386055623453539e-18,1.4386006895501969e-18,1.4270396391404595e-18,1.4285244687668824e-18,1.4291690175305787e-18,1.3805139550963638e-18,1.3779370538132499e-18,1.3762068478356689e-18,1.3764149096074988e-18,1.4808729848798395e-18,1.4820241991862434e-18,1.482129373186727e-18,1.4810876589330909e-18,1.480914373559539e-18,1.4808855240901065e-18,1.4808696904818365e-18,1.3699822659978532e-18,1.3671965707911708e-18,1.3677891003458933e-18,1.3825290917435814e-18,1.3867485095701455e-18,1.3856894737002481e-18,1.3849355049417705e-18,1.3848124292914298e-18,1.3449909210262977e-18,1.3456017667345639e-18,1.3450382262381893e-18,1.3448716940890311e-18,1.4675056319340294e-18,1.4744814241077307e-18,1.4759642135965063e-18,1.4360798362239457e-18,1.4311054204044588e-18,1.4296390482839592e-18
581371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1501207432201716e-52,5.735790235905009e-43,1.4539580842408533e-42,2.2931655546538468e-29,3.8338578175068e-28,4.436924015051878e-28,4.674413048523761e-28,4.827747925152593e-28,4.7876016398461255e-28,4.911787706588747e-28,4.538747308470659e-28,2.2163210035941445e-28,2.049043445495529e-28,1.136387154359437e-29,2.1548477063840824e-31,4.8229606957715725e-33,1.2034031736684404e-33,1.0838372964458878e-33,4.739075062415903e-35,1.7024504894907938e-36,6.754735084413965e-37,6.14691905335327e-37,1.1307490348982371e-26,1.44153366505143e-25,1.4859403382159566e-25,1.822692822607886e-25,5.636636742760336e-26
58138.09c,2.7181933764890945e-16,3.448055704663431e-14,7.551823079617803e-14,7.943479966212768e-14,7.958761584785422e-14,9.004223594037055e-14,1.0233168685643037e-13,1.0668742692799741e-13,1.0671711603147698e-13,1.0867242438241124e-13,1.1091558081674461e-13,1.119205461747378e-13,1.1192125179660686e-13,1.1190550069475332e-13,1.1272366038661651e-13,1.1335189217884438e-13,1.1381930044643104e-13,1.1385043499853662e-13,1.1386049171787337e-13,1.1393933161467743e-13,1.143104812426681e-13,1.1473933501577492e-13,1.1478133117240247e-13,1.147750006806837e-13,1.832972394903125e-13,1.8341159942748995e-13,1.833918864445265e-13,1.83373286554273e-13,1.1512377417112964e-13,1.1518586721019703e-13,1.152211718164012e-13,1.1541371262286114e-13,1.152924005653024e-13,1.1517045623570722e-13,1.1515308921368153e-13,1.1511219758205046e-13,1.149869434956826e-13,1.1489032399436935e-13,1.1485143449091417e-13,1.1487116150363955e-13,1.1498849932595747e-13,1.3369922619821411e-13,1.386488538865207e-13,1.3886618954790332e-13,1.389763054551618e-13,1.3896919064011447e-13,1.3894762077446057e-13,1.3871439271352594e-13,1.3859976543102155e-13,1.2102614239306305e-13,1.1523208720306839e-13,1.1509465647175923e-13,1.1511661646674696e-13,2.557728005058859e-13,4.2847965936424636e-13,4.5037404555072796e-13,4.65378822102936e-13,4.740391889558935e-13,4.71039313204836e-13,4.707067144119201e-13,3.2654857563311956e-13,2.1789092469453427e-13,2.1171979632607218e-13,1.2071938927263345e-13,1.1507224065387227e-13,1.1484954794136518e-13,1.1479700827791472e-13,1.1478648550605218e-13,1.1473963539763093e-13,1.148283003833908e-13,1.1484258674339954e-13,1.148592885457355e-13,3.883253456931528e-13,2.2493819931851802e-12,2.2834038939881777e-12,2.5285980952818495e-12,8.725622146273454e-13
58139.09c,1.7279747488322384e-15,1.886835046353179e-11,5.498144825067086e-11,5.8129943018457485e-11,9.335072634836322e-11,9.05259056431899e-11,9.805937696595303e-11,1.0122523461372784e-10,7.299730461386561e-11,8.908644939760389e-11,9.303300378909495e-11,9.435724778223651e-11,9.435790710640554e-11,9.006631459288956e-11,1.0788643190593887e-10,1.0659647033240937e-10,1.0727419579626588e-10,1.0731200566378998e-10,1.0258871594293055e-10,4.874270527744163e-11,5.148939253186013e-11,5.108147918423543e-11,5.108016722422214e-11,5.351636942644152e-11,9.232739422916298e-11,9.562095797763411e-11,9.65645599305295e-11,9.893062749343892e-11,9.102554159848338e-11,9.079421126789403e-11,8.903748853611063e-11,1.0554354313842895e-10,1.0396377481807482e-10,1.0144175350201026e-10,9.941876262185551e-11,9.042233009585886e-11,9.228309175122294e-11,9.260492156700571e-11,9.263798258324678e-11,9.671783200481889e-11,9.203364437222616e-11,8.736917180799021e-11,8.787765663659236e-11,8.753452477017516e-11,8.765292621037883e-11,8.855859777217367e-11,9.205103159822142e-11,9.429727703655418e-11,9.049857542068862e-11,6.829730115222724e-11,5.720453684991916e-11,5.446372317424242e-11,5.5308374104498443e-11,7.800580270890196e-11,8.973314571538525e-11,9.433185866179764e-11,9.296071426723607e-11,9.302151429489779e-11,9.324877633639926e-11,9.285968353302377e-11,7.901831272837473e-11,7.97492420933983e-11,8.031641856114745e-11,8.354394061195252e-11,9.197210049171177e-11,8.746268925914382e-11,8.438232820272276e-11,8.370420373260595e-11,7.618809899393451e-11,6.916224071770514e-11,6.786153710422216e-11,6.763721302530163e-11,6.793230425494551e-11,6.602441556323842e-11,6.580639271019883e-11,6.590334486961215e-11,5.95871286661912e-11
581391,2.0940415022153094e-19,2.636194116727862e-18,2.7297854890922015e-18,2.7264532963716713e-18,3.0269628551567674e-18,3.2691259064716113e-18,3.264253796897302e-18,3.257796689470653e-18,3.48397271387811e-18,3.546771357594326e-18,3.545188089207746e-18,3.5433340764099584e-18,3.543332824331692e-18,3.514824564985291e-18,3.5145930573024564e-18,3.5124592692408735e-18,3.511293525174588e-18,3.5112525193353876e-18,3.6212209972959645e-18,3.6168332502974455e-18,3.615188516102817e-18,3.614387450770328e-18,3.61429496892203e-18,3.55608640568597e-18,3.5568936528401765e-18,3.557982896952474e-18,3.557924818976693e-18,3.4508948167780653e-18,3.4480879671132038e-18,3.449582858876317e-18,3.614963405361204e-18,3.626479623192446e-18,3.624266333235935e-18,3.624330463446409e-18,3.539429409205445e-18,3.519508676582047e-18,3.518246362361953e-18,3.517965934606275e-18,3.5180298638594066e-18,3.551405680479726e-18,3.5551347503492975e-18,3.555239522123035e-18,3.555450526888956e-18,3.555412344610867e-18,3.555320869819724e-18,3.503617328969945e-18,3.507865634721716e-18,3.509496449842469e-18,3.4456135705514823e-18,3.4396558582178332e-18,3.4351837759095277e-18,3.4357192712489133e-18,3.667717926306355e-18,3.6668963681703976e-18,3.666949070443704e-18,3.664361676527494e-18,3.664001021024398e-18,3.66398089155795e-18,3.6639566741627134e-18,3.478442710843446e-18,3.476667941599248e-18,3.478296656400377e-18,3.504420185099734e-18,3.514430210200141e-18,3.51152118560603e-18,3.50960855782513e-18,3.509322971281053e-18,3.4078306840854214e-18,3.4136667166459805e-18,3.4123156389212944e-18,3.411863163867042e-18,3.6489486648188445e-18,3.65038168138819e-18,3.6541762289138056e-18,3.518340463299671e-18,3.509968793741515e-18,3.50605606653884e-18
58140.09c,3.342095538248695e-07,0.00010791327249852496,0.0001930140459772444,0.00019999030883817453,0.00019999744519275084,0.00021586092767747052,0.00023324196615088523,0.0002394583000663218,0.00023946828285272419,0.0002424868787432547,0.0002457520636342583,0.0002474850372475437,0.00024748622001391604,0.00024747481445875177,0.00024859833044210087,0.00024969305121582666,0.00025055885441431253,0.00025061613423793484,0.00025061065490879187,0.00025082889809959245,0.0002511937929717395,0.0002516451387736949,0.00025166630265532994,0.0002516580603408845,0.00025186519632662405,0.0002519582155432677,0.0002520339627734988,0.0002520305916786453,0.00025196466378391876,0.00025194127576592907,0.00025194121615214826,0.000251932724464539,0.00025191630731716833,0.00025191993636472786,0.00025191687628057304,0.00025186835058338213,0.00025169397022824496,0.0002515094447803661,0.00025147962043137515,0.00025147651699108513,0.00025166036685094606,0.00025182424409636074,0.0002519913888647115,0.0002521202038072065,0.00025217044580726986,0.0002521697170334521,0.00025210482159839355,0.0002520996110059898,0.00025209773580041713,0.0002520431797583828,0.0002519380272247648,0.00025190933432440906,0.0002519081423150974,0.0002518943627379468,0.00025183779659511364,0.0002517837858889055,0.0002517328704846362,0.00025169995307470816,0.00025167209995959175,0.0002516701559208668,0.00025160383711965954,0.0002515870599357463,0.0002515864633805407,0.00025153867726150907,0.0002515245379163365,0.0002514864386156183,0.0002514769775183795,0.0002514756158096161,0.000251558303922816,0.0002516292071360179,0.0002516378228673848,0.0002516382585226702,0.00025159159261129436,0.0002515173536795685,0.0002515164840358201,0.0002515350842751411,0.00025154727865337595
58141.09c,2.4563782183142122e-06,1.7595213344499575e-05,1.3050535586141676e-05,1.2692292572266422e-05,1.2835893694144477e-05,1.4807864797021289e-05,1.3988940941405211e-05,1.3653248561615253e-05,1.3728213424037405e-05,1.4156475265439838e-05,1.3994917012671508e-05,1.3878742920973933e-05,1.3878675833605142e-05,1.3888463333618326e-05,1.4036941940335717e-05,1.3976078910747284e-05,1.3914131572439219e-05,1.3910053398930337e-05,1.3935935050666367e-05,1.402323807462627e-05,1.4004616176630251e-05,1.3982833507222742e-05,1.3983120388084262e-05,1.3982877214194132e-05,1.4063155915624735e-05,1.406079515124839e-05,1.4052164383558723e-05,1.4025758097848298e-05,1.391509186265477e-05,1.392599786835523e-05,1.3960824247673355e-05,1.4083065311787835e-05,1.4072237574977674e-05,1.4071301148830453e-05,1.4061333363756953e-05,1.4008571213423225e-05,1.4008075347013624e-05,1.4008866261307407e-05,1.4004874095475937e-05,1.4005402114752256e-05,1.406615670407539e-05,1.4070684727339016e-05,1.4071564173399243e-05,1.4072827904827629e-05,1.4073353290911864e-05,1.406969059560273e-05,1.4021529432839203e-05,1.4023604918307493e-05,1.401674926150634e-05,1.3972552863236895e-05,1.3963472024257475e-05,1.396690022167727e-05,1.3990818329463506e-05,1.4120552853339203e-05,1.412694421979968e-05,1.4117754905423343e-05,1.4114682201722109e-05,1.4114793911078497e-05,1.4115761356268186e-05,1.4099902947929393e-05,1.4011777683234137e-05,1.401741241963286e-05,1.4021209934984036e-05,1.4020149759543999e-05,1.402028258897826e-05,1.4012530041279302e-05,1.4010238122906995e-05,1.4002972193521448e-05,1.3984096640252196e-05,1.3983652799793437e-05,1.3983009044797773e-05,1.3998373650707311e-05,1.4095247452407572e-05,1.4089530164869745e-05,1.4082080584151128e-05,1.4057373705957087e-05,1.4055900050822013e-05
58142.09c,2.7264029976882173e-06,0.00010887583774328745,0.0001853714794117433,0.00019155613226161258,0.00019170855971401094,0.0002066963936332436,0.00022231017843977124,0.00022781545681162065,0.00022789270364996736,0.00023082080983248304,0.00023378075696254947,0.00023529307345062218,0.00023529409626118572,0.0002353062267531909,0.00023632081908411725,0.00023727760845652153,0.00023808006631664274,0.0002381303624627572,0.00023815806608530753,0.0002384299097996511,0.00023874131557872824,0.00023915319402758895,0.0002391704286541269,0.00023916032976265146,0.00023936841194157422,0.0002394793385352026,0.00023953140823004964,0.00023950000330080008,0.0002393416567344305,0.00023931431095074572,0.00023934729718018107,0.00023943770804353708,0.0002394249862145096,0.0002394184540311334,0.00023940807914183925,0.00023930264632970164,0.0002391327299000422,0.0002389715574168855,0.00023893297380214683,0.00023893183514839565,0.00023913818634721388,0.00023930192671431388,0.00023945421529561033,0.0002395830945752498,0.00023962827335385824,0.00023962432836393505,0.00023955477546739018,0.00023955417027088702,0.0002395465953274516,0.0002394706167234996,0.00023937278047125052,0.00023934907903120053,0.00023937276689541117,0.0002394618823445907,0.00023940796115452063,0.00023935291209057984,0.0002393068499826732,0.00023928199912114027,0.00023926056803804098,0.00023924231888220935,0.00023912454624969463,0.0002391117655236197,0.00023911556836058915,0.00023905922793355375,0.00023902958333986074,0.00023897977945035783,0.0002389674809157569,0.0002389578450873107,0.00023901047565752317,0.000239073134325011,0.00023908223532696562,0.00023910055222436773,0.00023915782994406414,0.00023911020464774347,0.00023910158428252593,0.00023908357367263057,0.0002390676063372275
58143.09c,6.709847764314765e-07,5.086405857303923e-07,3.6776033390030703e-07,3.572157326821201e-07,3.9738426899017294e-07,3.794339016861207e-07,3.560543146669875e-07,3.4723397871278897e-07,3.6965782613938673e-07,3.665795981138943e-07,3.619028453011301e-07,3.5886990370839907e-07,3.588681517830816e-07,3.6253432530318424e-07,3.6024311481302984e-07,3.584475433925908e-07,3.5683401616424113e-07,3.567282476068575e-07,3.659400068105514e-07,3.6601295618931785e-07,3.6549448006491324e-07,3.649060467933211e-07,3.649126025300042e-07,3.63633161011584e-07,3.6398300629956994e-07,3.6380448861878826e-07,3.635856378347681e-07,3.5181916119598866e-07,3.507678261215196e-07,3.5106886196540774e-07,3.6637026906386145e-07,3.690737088932503e-07,3.6885117472645727e-07,3.688310264402408e-07,3.643288266658804e-07,3.6276512829421247e-07,3.6286118571942634e-07,3.6293467244452415e-07,3.6284979985754993e-07,3.6304468765732987e-07,3.627121678995034e-07,3.6262741701074304e-07,3.6259298175607085e-07,3.6259535466029893e-07,3.626027199297595e-07,3.608080088074314e-07,3.608051435799404e-07,3.608924746239027e-07,3.5686926919181695e-07,3.5533089503960944e-07,3.551672270709701e-07,3.5524304497810407e-07,3.701429811047667e-07,3.766157788131119e-07,3.767325413240422e-07,3.7653444942389143e-07,3.764830976247086e-07,3.7649238159939954e-07,3.7651981789193407e-07,3.6590096968001545e-07,3.61367051111778e-07,3.6153440111088626e-07,3.644136171172856e-07,3.658323532570107e-07,3.657215174336184e-07,3.6554741418448137e-07,3.654955261611139e-07,3.5982416778580637e-07,3.561645717225681e-07,3.5613914348963033e-07,3.561244044877047e-07,3.688943765046706e-07,3.7966061550736e-07,3.7991817814352395e-07,3.737880046849815e-07,3.6834390716941767e-07,3.680426992173744e-07
